,,goals,goals,goals,goals,goals,assists,assists,assists,assists,assists,gca,gca,gca,gca,gca,passes,passes,passes,passes,passes,aerials_won_pct,aerials_won_pct,aerials_won_pct,aerials_won_pct,aerials_won_pct,tackles,tackles,tackles,tackles,tackles
,,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max
Sassuolo,DF,0.0,1.0,1.5,2.0,6.0,0.0,1.0,2.0,4.75,5.0,1.0,2.25,5.5,8.5,9.0,1695.0,2281.0,2964.5,4103.0,7312.0,83.6,129.575,155.05,201.35000000000002,254.0,29.0,79.0,97.5,100.25,139.0
Sassuolo,FW,12.0,14.75,17.5,39.75,52.0,2.0,4.0,8.5,16.75,26.0,6.0,16.75,26.0,42.0,52.0,549.0,1119.5,2098.0,2488.5,4491.0,32.2,98.875,107.6,151.875,198.1,27.0,29.5,45.0,69.5,136.0
Sassuolo,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4266.0,4266.0,4266.0,4266.0,4266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sassuolo,MF,0.0,1.5,4.0,8.0,14.0,0.0,1.5,3.0,6.0,11.0,2.0,5.5,7.0,19.5,29.0,647.0,2433.0,2553.0,3053.0,6198.0,40.7,143.95,150.2,159.85000000000002,186.8,23.0,93.0,100.0,123.0,155.0
Schalke 04,DF,0.0,0.75,2.0,3.25,4.0,0.0,0.0,0.5,1.25,2.0,0.0,2.25,3.0,4.25,8.0,798.0,900.75,1906.5,2892.5,2936.0,77.8,91.45,170.1,248.24999999999997,260.4,49.0,51.25,66.0,101.0,164.0
Schalke 04,FW,1.0,2.5,4.0,13.0,17.0,0.0,0.25,2.0,3.75,7.0,0.0,2.0,4.0,9.0,14.0,315.0,449.5,658.5,1026.5,1157.0,54.7,62.0,74.25,100.075,135.8,14.0,17.25,22.0,58.25,81.0
Schalke 04,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,920.75,1063.5,1206.25,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schalke 04,MF,0.0,0.5,1.0,2.0,3.0,0.0,0.5,1.0,2.5,4.0,2.0,2.5,3.0,4.0,5.0,436.0,1040.0,1644.0,2061.5,2479.0,96.1,130.3,164.5,167.5,170.5,40.0,56.5,73.0,109.0,145.0
Sevilla FC,DF,1.0,1.0,2.0,2.0,7.0,0.0,1.0,3.0,5.0,20.0,1.0,5.0,7.0,10.0,36.0,764.0,1531.0,2661.0,6496.0,7216.0,50.0,72.4,151.8,246.3,257.9,33.0,46.0,94.0,116.0,166.0
Sevilla FC,FW,7.0,11.0,13.0,18.0,38.0,1.0,4.0,5.0,6.0,18.0,4.0,13.0,16.0,21.0,44.0,439.0,1262.0,1689.0,2437.0,4317.0,71.0,125.9,151.3,160.3,229.8,7.0,55.0,83.0,87.0,210.0
Sevilla FC,GK,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,1.0,1.5,2.0,2063.0,2400.0,2737.0,2838.0,2939.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.5,1.0
Sevilla FC,MF,0.0,5.0,6.0,8.5,22.0,0.0,7.5,11.0,12.5,30.0,1.0,15.5,22.0,25.5,63.0,1569.0,3082.0,4581.0,5850.0,6469.0,38.6,111.85000000000001,165.2,180.95,213.8,47.0,83.5,111.0,134.0,206.0
Sheffield Utd,DF,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,4.0,12.0,383.0,443.0,1632.0,2566.0,3322.0,36.4,85.5,106.8,118.8,178.8,23.0,25.0,38.0,128.0,160.0
Sheffield Utd,FW,0.0,3.0,6.5,7.0,10.0,0.0,0.5,2.5,3.0,4.0,0.0,2.25,4.0,5.0,5.0,225.0,361.0,502.0,940.0,1563.0,21.1,54.02499999999999,70.7,77.7,103.4,14.0,16.25,27.5,45.5,72.0
Sheffield Utd,MF,1.0,1.0,2.0,5.0,5.0,0.0,1.0,2.0,4.0,5.0,3.0,4.0,5.0,8.0,9.0,850.0,1099.0,2243.0,2377.0,3631.0,64.5,93.4,97.1,101.4,116.8,47.0,47.0,76.0,84.0,132.0
Southampton,DF,0.0,1.0,1.5,2.25,3.0,0.0,0.75,2.0,3.75,8.0,1.0,2.0,3.5,7.5,17.0,757.0,1957.25,2797.5,3296.75,4834.0,40.9,121.99999999999999,183.0,228.05,283.9,38.0,83.25,121.5,133.75,175.0
Southampton,FW,2.0,4.5,7.0,11.5,16.0,2.0,2.5,3.0,5.5,8.0,3.0,4.0,5.0,10.0,15.0,227.0,517.0,807.0,947.0,1087.0,22.2,51.5,80.8,144.6,208.4,8.0,21.0,34.0,40.0,46.0
Southampton,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,1170.0,1777.0,2384.0,2991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,MF,0.0,1.0,3.0,12.0,23.0,0.0,1.0,2.0,10.0,15.0,2.0,6.0,11.0,18.0,32.0,245.0,800.0,1936.0,3418.0,6335.0,67.0,84.3,116.7,167.5,220.0,19.0,79.0,99.0,154.0,249.0
SpVgg Greuther Fürth,DF,0.0,0.5,1.0,1.5,2.0,0.0,0.0,0.0,1.5,3.0,0.0,0.0,0.0,5.5,11.0,588.0,676.5,765.0,1108.0,1451.0,48.4,52.3,56.2,105.30000000000001,154.4,26.0,31.0,36.0,55.5,75.0
SpVgg Greuther Fürth,FW,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,353.0,353.0,353.0,353.0,353.0,20.8,20.8,20.8,20.8,20.8,20.0,20.0,20.0,20.0,20.0
SpVgg Greuther Fürth,MF,0.0,0.25,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.5,1.75,2.0,237.0,343.0,449.0,555.0,661.0,59.4,60.0,60.599999999999994,61.199999999999996,61.8,21.0,22.75,24.5,26.25,28.0
Spezia,DF,0.0,0.0,1.0,1.75,3.0,0.0,1.0,1.5,3.5,8.0,0.0,1.25,2.5,3.75,18.0,989.0,1231.0,1364.5,1730.0,2401.0,61.6,98.275,108.80000000000001,139.82500000000002,245.9,19.0,34.0,49.5,78.25,137.0
Spezia,FW,7.0,9.0,11.0,12.0,13.0,2.0,3.0,4.0,5.0,6.0,6.0,7.5,9.0,10.5,12.0,691.0,886.5,1082.0,1269.0,1456.0,33.3,41.65,50.0,57.0,64.0,12.0,14.0,16.0,38.5,61.0
Spezia,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,541.0,985.5,1430.0,1882.0,2334.0,0.0,0.0,0.0,61.25,122.5,0.0,0.0,0.0,28.0,56.0
Spezia,MF,0.0,0.75,1.5,3.0,4.0,0.0,1.75,2.0,3.0,3.0,2.0,3.0,6.5,7.5,9.0,426.0,682.5,1149.5,1822.25,2317.0,39.5,79.89999999999999,133.0,180.42499999999998,276.6,8.0,15.25,65.0,95.25,102.0
Stade Brestois 29,DF,0.0,1.0,1.0,2.25,5.0,0.0,0.0,0.5,1.25,6.0,0.0,1.75,2.5,4.0,12.0,681.0,1186.5,2367.0,2822.0,4090.0,115.1,142.2,148.6,196.55,267.6,31.0,43.25,79.0,100.25,142.0
Stade Brestois 29,FW,2.0,3.0,6.0,13.5,15.0,1.0,3.5,6.0,8.5,13.0,3.0,6.0,9.5,16.25,22.0,285.0,510.75,961.0,1579.0,2064.0,36.7,78.225,107.55,129.025,191.4,8.0,30.25,50.0,65.0,104.0
Stade Brestois 29,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,0.0,0.25,0.5,0.75,1.0,554.0,988.5,1423.0,1857.5,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stade Brestois 29,MF,0.0,0.25,2.5,6.25,13.0,0.0,0.0,1.0,3.0,10.0,0.0,3.25,5.0,7.5,22.0,562.0,848.75,993.0,2047.75,2729.0,25.0,77.875,150.5,193.97500000000002,220.0,24.0,37.0,54.0,92.25,156.0
Stade Rennais FC,DF,0.0,0.0,1.0,2.5,9.0,0.0,0.0,1.0,3.5,12.0,0.0,0.5,2.0,8.0,27.0,683.0,1048.0,1722.0,2574.5,6954.0,50.0,80.55,130.8,183.25,293.2,14.0,35.5,74.0,98.5,244.0
Stade Rennais FC,FW,3.0,7.25,21.5,26.0,42.0,2.0,2.25,3.5,7.75,20.0,2.0,7.5,14.0,23.5,38.0,199.0,868.5,1325.0,2039.5,2891.0,68.1,78.475,137.9,203.17499999999998,273.7,15.0,24.5,47.5,81.75,123.0
Stade Rennais FC,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,1222.0,1738.0,2254.0,2770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stade Rennais FC,MF,0.0,2.75,4.0,7.75,16.0,1.0,2.75,3.5,9.75,16.0,3.0,6.25,11.0,20.5,31.0,344.0,2406.75,3118.5,3887.0,5213.0,63.6,139.75,149.2,228.675,330.6,24.0,72.0,100.0,139.25,253.0
Stade de Reims,DF,1.0,1.0,3.0,3.0,7.0,0.0,0.0,2.0,4.0,4.0,1.0,2.0,5.0,9.0,13.0,1812.0,2292.0,4184.0,5186.0,5582.0,118.8,119.5,174.0,182.7,254.2,57.0,73.0,173.0,230.0,246.0
Stade de Reims,FW,5.0,5.0,6.5,9.0,12.0,1.0,1.75,2.5,4.0,7.0,3.0,6.75,8.5,11.0,17.0,411.0,525.0,727.5,1169.0,2000.0,115.7,125.44999999999999,140.45,156.225,168.3,34.0,41.5,46.0,64.25,113.0
Stade de Reims,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3020.0,3020.0,3020.0,3020.0,3020.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Stade de Reims,MF,0.0,0.0,2.0,5.0,7.0,1.0,2.0,3.0,5.0,9.0,2.0,5.0,6.0,13.0,16.0,500.0,702.0,1738.0,2294.0,4168.0,7.1,60.0,87.9,122.9,204.5,21.0,41.0,79.0,100.0,326.0
TSG 1899 Hoffenheim,DF,0.0,1.0,1.0,3.5,6.0,0.0,1.0,3.0,5.5,15.0,1.0,5.0,7.0,10.5,24.0,544.0,1838.0,2086.0,4330.5,6008.0,33.3,131.8,198.7,223.5,300.8,18.0,44.5,79.0,99.5,225.0
TSG 1899 Hoffenheim,FW,0.0,2.5,8.0,17.5,51.0,2.0,3.0,4.0,8.0,18.0,3.0,8.5,11.0,21.5,42.0,454.0,835.0,1465.0,1718.5,3166.0,89.7,133.35,156.1,170.05,287.2,22.0,24.0,32.0,55.0,88.0
TSG 1899 Hoffenheim,GK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4689.0,4689.0,4689.0,4689.0,4689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSG 1899 Hoffenheim,MF,2.0,2.75,3.5,7.0,16.0,3.0,4.5,5.5,6.25,7.0,10.0,11.5,14.0,16.5,18.0,1542.0,1686.0,2009.0,2616.5,3614.0,67.5,114.44999999999999,177.0,232.57500000000002,258.6,51.0,87.0,118.0,151.25,194.0
Torino,DF,0.0,0.25,2.5,6.0,10.0,0.0,1.0,2.0,3.75,15.0,2.0,4.25,5.0,7.75,25.0,741.0,1266.5,2635.5,3739.75,4541.0,61.8,134.725,203.25,215.3,241.5,22.0,43.75,125.5,163.75,182.0
Torino,FW,5.0,7.0,16.0,19.0,46.0,3.0,4.5,7.0,12.0,14.0,5.0,11.5,14.0,26.5,38.0,953.0,1225.0,2011.0,2567.5,3014.0,88.6,120.3,168.3,194.4,246.6,28.0,44.5,61.0,77.5,133.0
Torino,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,927.0,927.0,927.0,927.0,927.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Torino,MF,4.0,5.25,6.5,7.75,10.0,1.0,3.0,4.0,5.75,6.0,7.0,9.25,11.0,15.0,22.0,1046.0,2458.0,3012.5,3298.5,4151.0,105.3,129.95,156.2,231.04999999999998,270.8,62.0,128.25,144.5,187.75,219.0
Tottenham Hotspur,DF,0.0,2.0,3.0,3.75,8.0,0.0,1.25,2.0,8.0,12.0,0.0,4.25,7.0,13.0,27.0,697.0,2811.5,4074.5,4447.75,5596.0,134.1,181.72500000000002,224.95,246.22499999999997,281.8,35.0,89.0,118.0,150.5,223.0
Tottenham Hotspur,FW,4.0,6.0,18.0,47.0,60.0,4.0,5.0,9.0,21.0,28.0,9.0,12.0,26.0,47.0,54.0,770.0,1379.0,2452.0,2603.0,3394.0,79.0,79.4,118.5,157.3,178.9,23.0,61.0,61.0,88.0,148.0
Tottenham Hotspur,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3222.0,3222.0,3222.0,3222.0,3222.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Tottenham Hotspur,MF,0.0,2.5,7.5,9.5,14.0,0.0,1.75,7.5,8.75,12.0,2.0,11.25,22.0,23.75,27.0,778.0,2580.75,3519.0,3990.0,7292.0,91.3,119.725,168.2,218.62499999999997,234.2,33.0,94.0,129.0,155.75,326.0
Toulouse,DF,0.0,0.0,0.5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,2.5,4.0,495.0,826.5,1014.5,1108.75,1459.0,51.9,63.675,74.35,113.6,143.2,23.0,29.5,36.5,39.0,58.0
Toulouse,FW,4.0,4.5,5.0,5.5,6.0,1.0,1.25,1.5,1.75,2.0,4.0,4.75,5.5,6.25,7.0,433.0,448.75,464.5,480.25,496.0,29.4,43.5,57.599999999999994,71.69999999999999,85.8,6.0,7.0,8.0,9.0,10.0
Toulouse,MF,0.0,1.0,2.5,4.75,14.0,0.0,0.25,2.5,4.0,7.0,0.0,3.75,6.5,9.25,17.0,639.0,1097.0,1441.5,1834.75,2872.0,18.2,49.37500000000001,90.05,117.3,118.7,30.0,44.0,75.5,101.0,190.0
US Salernitana 1919,DF,0.0,0.0,0.0,0.75,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,511.0,635.0,905.0,1329.5,4474.0,71.7,83.55,106.75,117.275,188.1,12.0,26.5,36.5,45.0,196.0
US Salernitana 1919,FW,11.0,13.5,16.0,18.5,21.0,3.0,3.0,3.0,3.0,3.0,6.0,6.5,7.0,7.5,8.0,650.0,709.0,768.0,827.0,886.0,64.8,69.94999999999999,75.1,80.25000000000001,85.4,16.0,18.75,21.5,24.25,27.0
US Salernitana 1919,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,447.0,447.0,447.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US Salernitana 1919,MF,0.0,0.0,1.0,1.0,11.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,2.0,3.0,34.0,443.0,585.0,590.0,1047.0,2811.0,42.4,78.1,79.5,99.1,108.1,17.0,23.0,40.0,67.0,99.0
Udinese,DF,0.0,0.25,1.5,3.5,5.0,0.0,0.25,1.0,1.75,8.0,1.0,2.0,3.0,4.0,16.0,349.0,1169.25,1653.0,3453.5,4912.0,89.5,108.625,180.9,232.87500000000003,339.4,23.0,50.25,82.5,145.75,186.0
Udinese,FW,2.0,5.5,8.0,15.75,21.0,0.0,3.0,4.0,5.75,13.0,1.0,4.25,9.5,14.0,35.0,227.0,520.25,892.5,1235.5,2336.0,27.8,47.025000000000006,79.65,145.72500000000002,206.1,10.0,19.25,33.5,53.0,115.0
Udinese,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517.0,2517.0,2517.0,2517.0,2517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udinese,MF,0.0,1.0,4.0,4.0,16.0,0.0,1.0,1.0,2.0,9.0,2.0,6.0,7.0,7.0,23.0,1163.0,1267.0,1422.0,3545.0,3793.0,80.9,85.9,102.0,179.5,213.8,45.0,52.0,68.0,74.0,182.0
Valencia CF,DF,0.0,1.25,2.0,3.75,6.0,0.0,0.0,0.5,3.25,11.0,0.0,1.0,2.0,6.75,22.0,394.0,1258.25,1724.0,2735.25,4916.0,85.8,128.9,153.95,239.375,311.1,7.0,43.75,63.0,77.0,209.0
Valencia CF,FW,5.0,6.5,12.5,21.25,31.0,0.0,2.25,6.0,10.25,14.0,3.0,5.25,17.0,31.75,43.0,316.0,373.0,1134.5,2008.5,2403.0,67.6,79.375,104.55,143.325,195.9,13.0,25.0,31.5,50.5,100.0
Valencia CF,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0,0.0,0.75,1.5,2.25,3.0,1448.0,1468.25,1488.5,1508.75,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valencia CF,MF,1.0,2.0,3.0,6.0,22.0,0.0,1.0,5.0,9.0,16.0,2.0,4.0,11.0,16.0,31.0,388.0,1026.0,1416.0,2046.0,5216.0,60.6,114.2,149.5,173.6,206.7,30.0,50.0,61.0,88.0,156.0
Valladolid,DF,0.0,0.0,0.0,1.5,4.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,2.0,4.5,11.0,561.0,668.0,1354.0,1705.0,2730.0,62.2,87.94999999999999,154.8,178.2,216.6,21.0,37.0,61.0,68.5,97.0
Valladolid,FW,2.0,3.0,4.0,5.0,6.0,1.0,1.25,1.5,1.75,2.0,3.0,3.5,4.0,4.5,5.0,353.0,407.5,462.0,516.5,571.0,26.2,35.675,45.15,54.62499999999999,64.1,11.0,15.0,19.0,23.0,27.0
Valladolid,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,881.0,1410.25,1939.5,2468.75,2998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0
Valladolid,MF,0.0,1.25,4.0,5.5,17.0,0.0,0.25,3.5,4.75,14.0,0.0,3.0,9.0,12.25,28.0,502.0,784.25,1972.5,3101.75,3964.0,25.0,64.39999999999999,76.15,107.875,138.9,34.0,43.75,98.5,135.25,212.0
Venezia FC,DF,0.0,0.0,0.5,1.25,2.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.25,2.0,500.0,738.5,832.5,894.5,1037.0,55.6,61.37499999999999,90.94999999999999,129.475,162.1,15.0,21.0,24.0,32.0,53.0
Venezia FC,FW,0.0,2.0,4.0,4.5,5.0,0.0,0.5,1.0,1.5,2.0,1.0,2.5,4.0,4.5,5.0,207.0,207.0,207.0,288.0,369.0,14.8,17.4,20.0,26.65,33.3,2.0,5.0,8.0,10.0,12.0
Venezia FC,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,409.0,409.0,409.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezia FC,MF,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.5,2.0,2.0,3.0,4.0,4.5,5.0,644.0,657.0,670.0,1098.5,1527.0,46.2,64.75,83.3,153.3,223.3,38.0,43.5,49.0,71.5,94.0
VfB Stuttgart,DF,0.0,0.5,1.0,2.0,7.0,0.0,0.5,2.0,2.0,13.0,0.0,2.0,4.0,5.5,17.0,537.0,838.5,1376.0,2351.0,4635.0,50.0,68.1,120.6,154.9,228.2,18.0,34.0,47.0,80.0,125.0
VfB Stuttgart,FW,1.0,5.5,7.0,9.0,16.0,2.0,2.0,4.0,5.5,7.0,5.0,8.0,10.0,11.0,13.0,483.0,518.5,672.0,1027.0,1400.0,46.7,53.9,58.3,96.95,117.4,15.0,26.5,47.0,48.0,51.0
VfB Stuttgart,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,628.0,1244.25,1860.5,2476.75,3093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VfB Stuttgart,MF,0.0,0.0,2.0,4.0,6.0,0.0,1.0,5.0,5.0,6.0,0.0,2.0,8.0,10.0,10.0,565.0,1297.0,1459.0,1832.0,2697.0,81.5,85.7,94.2,108.6,121.6,13.0,41.0,50.0,64.0,129.0
VfL Bochum 1848,DF,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,3.0,422.0,443.0,696.5,989.25,1128.0,54.2,61.25,64.8,83.725,136.9,25.0,28.0,42.0,58.5,69.0
VfL Bochum 1848,FW,0.0,0.75,2.0,4.25,8.0,1.0,1.75,2.5,3.0,3.0,1.0,3.25,5.0,6.25,7.0,311.0,335.0,476.0,705.5,995.0,47.6,52.324999999999996,61.45,71.9,80.6,8.0,8.75,16.0,28.25,44.0
VfL Bochum 1848,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,924.5,1041.0,1157.5,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0
VfL Bochum 1848,MF,1.0,3.0,5.0,6.0,7.0,0.0,2.5,5.0,6.0,7.0,1.0,5.0,9.0,14.5,20.0,586.0,1075.5,1565.0,1659.5,1754.0,64.4,97.05,129.7,164.5,199.3,43.0,61.0,79.0,98.0,117.0
VfL Wolfsburg,DF,0.0,1.25,4.0,5.75,9.0,1.0,1.25,3.0,5.5,12.0,1.0,4.0,5.0,15.75,29.0,429.0,1665.75,2571.0,3314.5,5589.0,90.6,135.9,175.75,185.72500000000002,276.6,42.0,93.25,119.0,151.25,166.0
VfL Wolfsburg,FW,3.0,8.5,16.5,21.5,59.0,0.0,2.25,5.5,14.0,19.0,1.0,7.5,17.5,28.25,35.0,298.0,758.0,1603.5,2182.0,2815.0,66.2,76.75,120.9,204.27499999999998,222.5,10.0,37.75,59.5,88.75,102.0
VfL Wolfsburg,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,736.0,1555.0,2374.0,3193.0,4012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VfL Wolfsburg,MF,1.0,2.5,7.0,8.5,10.0,2.0,3.0,5.0,8.0,20.0,4.0,7.0,11.0,16.0,41.0,566.0,717.5,1809.0,2409.5,5595.0,47.3,109.85,163.8,224.7,280.7,18.0,23.0,82.0,147.5,189.0
Villarreal CF,DF,0.0,1.0,2.0,4.5,5.0,0.0,1.25,2.5,5.75,11.0,2.0,3.25,5.0,11.5,17.0,1406.0,2261.25,3262.5,4656.0,6402.0,54.9,171.57500000000002,202.0,237.92499999999998,289.0,37.0,77.25,122.0,150.5,198.0
Villarreal CF,FW,5.0,20.0,29.0,38.0,53.0,2.0,3.5,6.0,9.5,14.0,4.0,16.0,22.5,29.25,42.0,450.0,854.25,1126.5,1730.25,3129.0,23.1,100.05000000000001,131.8,156.47500000000002,212.2,9.0,15.75,39.0,60.5,62.0
Villarreal CF,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.5,1.75,2.0,2639.0,2780.25,2921.5,3062.75,3204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Villarreal CF,MF,0.0,2.0,4.0,11.75,20.0,1.0,2.75,5.5,10.5,19.0,1.0,6.25,12.0,25.0,43.0,628.0,1860.0,3300.0,4122.25,8545.0,42.9,114.17499999999998,143.15,206.725,299.3,39.0,67.5,117.0,149.5,228.0
Watford,DF,0.0,0.0,0.5,2.5,4.0,0.0,0.25,1.5,3.0,6.0,0.0,1.0,2.5,6.25,9.0,1127.0,1565.5,2209.5,2665.5,3326.0,103.3,135.7,187.14999999999998,201.7,235.2,48.0,71.0,90.0,102.75,140.0
Watford,FW,7.0,9.0,13.0,19.0,23.0,2.0,6.0,7.0,8.0,9.0,6.0,9.0,13.0,20.0,27.0,412.0,416.0,1548.0,1654.0,1783.0,52.2,76.9,138.7,153.7,158.6,9.0,37.0,52.0,62.0,70.0
Watford,GK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2727.0,2727.0,2727.0,2727.0,2727.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Watford,MF,0.0,2.0,4.0,11.25,18.0,1.0,2.0,3.5,5.75,10.0,2.0,4.0,6.5,12.0,28.0,479.0,1297.0,1561.5,2580.0,3931.0,97.9,109.92499999999998,123.05000000000001,189.925,227.8,37.0,61.75,72.0,125.75,204.0
Werder Bremen,DF,0.0,0.5,1.0,1.5,8.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,16.0,1133.0,1425.5,3222.0,3782.0,4564.0,115.5,138.4,158.4,186.35000000000002,204.9,19.0,38.5,91.0,122.5,175.0
Werder Bremen,FW,0.0,2.5,5.0,8.5,12.0,1.0,1.5,2.0,2.5,3.0,7.0,7.5,8.0,8.0,8.0,473.0,520.0,567.0,661.0,755.0,22.6,80.6,138.6,142.1,145.6,10.0,13.5,17.0,22.0,27.0
Werder Bremen,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3571.0,3571.0,3571.0,3571.0,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Werder Bremen,MF,0.0,0.0,0.5,9.5,12.0,0.0,1.0,2.5,5.25,9.0,1.0,1.75,3.0,11.25,25.0,364.0,765.75,1364.0,1915.75,2609.0,58.6,87.12500000000001,110.5,123.85,163.6,22.0,34.75,68.0,97.25,148.0
West Brom,DF,0.0,0.0,0.5,1.75,3.0,0.0,0.0,0.5,1.75,3.0,1.0,2.0,2.5,3.0,4.0,518.0,821.0,902.0,1118.75,1177.0,56.3,63.2,64.05000000000001,66.4,131.6,26.0,48.25,50.0,54.75,58.0
West Brom,FW,2.0,2.75,3.5,4.5,6.0,0.0,0.75,1.5,2.0,2.0,2.0,2.75,4.0,5.5,7.0,230.0,239.75,342.0,481.75,604.0,31.1,32.074999999999996,32.75,42.175000000000004,69.4,8.0,8.0,11.0,15.0,18.0
West Brom,GK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1282.0,1282.0,1282.0,1282.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Brom,MF,0.0,0.0,1.0,2.0,14.0,0.0,0.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,15.0,381.0,567.0,616.0,712.0,1544.0,24.6,29.4,48.6,54.9,68.4,21.0,29.0,31.0,47.0,55.0
