,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
459,Alberto Rodríguez\b03fb96e,DF,pe Peru,34,1984,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
460,Cristian Rodríguez\dcd67568,FWMF,uy Uruguay,32,1985,5,1,168,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07,Matches
461,James Rodríguez\715bf047,FWMF,co Colombia,26,1991,3,2,152,1.7,0,2,0,0,0,1,0,0.00,1.18,1.18,0.00,1.18,0.2,0.2,0.7,0.8,0.10,0.40,0.49,0.10,0.49,Matches
462,Ricardo Rodríguez\7f78ad23,DF,ch Switzerland,25,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.5,0.04,0.09,0.14,0.04,0.14,Matches
463,Tom Rogić\27ff9bdb,MFFW,au Australia,25,1992,3,3,223,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.16,0.00,0.16,0.16,0.16,Matches
464,Marcos Rojo\e0991c04,DF,ar Argentina,28,1990,3,3,225,2.5,1,1,1,0,0,1,0,0.40,0.40,0.80,0.40,0.80,0.1,0.1,0.2,0.3,0.05,0.08,0.12,0.05,0.12,Matches
465,Cristiano Ronaldo\dea698d9,FW,pt Portugal,33,1985,4,4,360,4.0,4,0,3,1,2,2,0,1.00,0.00,1.00,0.75,0.75,2.6,1.1,0.4,1.5,0.66,0.10,0.76,0.28,0.38,Matches
466,Danny Rose\89d10e53,MFDF,eng England,27,1990,5,2,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.05,0.06,0.02,0.06,Matches
467,Antonio Rüdiger\18b896d6,DF,de Germany,25,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
468,Sebastian Rudy\80f36c88,MF,de Germany,28,1990,1,1,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09,Matches
469,Raúl Ruidíaz\7a4296e1,FW,pe Peru,27,1990,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
470,Bryan Ruiz\fa6292e2,FW,cr Costa Rica,32,1985,3,3,270,3.0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.1,0.1,0.2,0.28,0.03,0.31,0.02,0.06,Matches
471,Antonio Rukavina\e12d7851,DFMF,rs Serbia,34,1984,2,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches
472,Mathew Ryan\4535e4bb,GK,au Australia,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
473,Maciej Rybus\86dd16a8,MFDF,pl Poland,28,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
474,Youssouf Sabaly\fbbb9269,DF,sn Senegal,25,1993,3,3,253,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.02,0.10,0.12,0.02,0.12,Matches
475,Mohammed Al Sahlawi\2c330ad2,FW,sa Saudi Arabia,31,1987,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.03,0.08,0.04,0.08,Matches
476,Abdallah Said\b29aec24,MFFW,eg Egypt,32,1985,3,3,224,2.5,0,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,0.1,0.1,0.3,0.4,0.03,0.12,0.15,0.03,0.15,Matches
477,Trent Sainsbury\c8bfb695,DF,au Australia,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.06,0.11,0.17,0.06,0.17,Matches
478,Romain Saïss\9fbbcf39,DF,ma Morocco,28,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
479,Gōtoku Sakai\c8e25f78,MF,jp Japan,27,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.03,0.12,0.09,0.12,Matches
480,Hiroki Sakai\d63e2912,DF,jp Japan,28,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.04,0.02,0.06,0.04,0.06,Matches
481,Diafra Sakho\57c433c8,FW,sn Senegal,28,1989,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
482,Mohamed Salah\e342ad68,FW,eg Egypt,25,1992,2,2,180,2.0,2,0,1,1,1,0,0,1.00,0.00,1.00,0.50,0.50,1.6,0.8,0.3,1.2,0.79,0.17,0.97,0.41,0.59,Matches
483,Carlos Salcedo\64c07ae1,DF,mx Mexico,24,1993,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches
484,Eduardo Salvio\5f424f35,DFMF,ar Argentina,27,1990,2,2,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.09,0.11,0.02,0.11,Matches
485,Aleksandr Samedov\44c3d1d2,FWMF,ru Russia,33,1984,5,5,356,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.5,0.02,0.12,0.13,0.02,0.13,Matches
486,Carlos Sánchez\50b51fac,MF,co Colombia,32,1986,3,3,170,1.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
487,Carlos Sánchez\a6dbad80,FWMF,uy Uruguay,33,1984,3,1,124,1.4,0,2,0,0,0,0,0,0.00,1.45,1.45,0.00,1.45,0.2,0.2,0.8,1.0,0.16,0.58,0.74,0.16,0.74,Matches
488,Davinson Sánchez\da7b447d,DF,co Colombia,22,1996,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
489,Salif Sané\791abba1,DF,sn Senegal,27,1990,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
490,Anderson Santamaría\7b0c89ae,DF,pe Peru,26,1992,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
491,Ismaila Sarr\bfdb33aa,FW,sn Senegal,20,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.08,0.01,0.10,0.08,0.10,Matches
492,Ferjani Sassi\35bf6065,MF,tn Tunisia,26,1992,3,3,193,2.1,1,0,0,1,1,2,0,0.47,0.00,0.47,0.00,0.00,1.0,0.2,0.1,0.4,0.47,0.06,0.53,0.12,0.18,Matches
493,Fabian Schär\c8aa95da,DF,ch Switzerland,26,1991,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
494,Kasper Schmeichel\53af52f3,GK,dk Denmark,31,1986,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
495,Lasse Schöne\c3a8bcd8,MF,dk Denmark,32,1986,3,1,221,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
496,Ju Se-jong\ca8ca082,MF,kr Korea Republic,27,1990,2,1,85,0.9,0,1,0,0,0,0,0,0.00,1.06,1.06,0.00,1.06,0.0,0.0,0.8,0.8,0.00,0.83,0.83,0.00,0.83,Matches
497,Haris Seferović\a45eac1f,FW,ch Switzerland,26,1992,3,2,142,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
498,Moon Seon-min\61c75363,MFFW,kr Korea Republic,26,1992,2,2,144,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.08,0.03,0.10,0.08,0.10,Matches
499,Lee Seung-woo\0f22b650,MFFW,kr Korea Republic,20,1998,2,0,46,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.06,0.08,0.14,0.06,0.14,Matches
500,Yasser Al-Shahrani\251c164e,DF,sa Saudi Arabia,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.07,0.03,0.10,0.07,0.10,Matches
501,Xherdan Shaqiri\6421ec64,FW,ch Switzerland,26,1991,4,4,350,3.9,1,1,1,0,0,1,0,0.26,0.26,0.51,0.26,0.51,0.6,0.6,0.8,1.4,0.15,0.20,0.35,0.15,0.35,Matches
502,Yahya Al-Shehri\858a6aab,MF,sa Saudi Arabia,27,1990,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
503,Mohamed El-Shenawy\b3b16d95,GK,eg Egypt,29,1988,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
504,Gaku Shibasaki\d2ac648c,MF,jp Japan,26,1992,4,4,339,3.8,0,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,0.0,0.0,0.5,0.5,0.00,0.14,0.15,0.00,0.15,Matches
505,Kim Shin-wook\a28c86c0,FW,kr Korea Republic,30,1988,1,1,66,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
506,Masoud Shojaei\a898d91e,MF,ir Iran,34,1984,1,1,67,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
507,Gen Shoji\8b28686a,DF,jp Japan,25,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
508,Djibril Sidibé\4c5b714f,DF,fr France,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
509,Björn Sigurðarson\bb79b58f,FW,is Iceland,27,1991,3,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
510,Gylfi Sigurðsson\76dd1480,MFFW,is Iceland,28,1989,3,3,270,3.0,1,0,0,1,2,0,0,0.33,0.00,0.33,0.00,0.00,1.9,0.4,0.9,1.3,0.62,0.32,0.94,0.12,0.43,Matches
511,Ragnar Sigurðsson\b6cd4243,DF,is Iceland,31,1986,3,3,223,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
512,Adrien Silva\d6f88a1d,MF,pt Portugal,29,1989,3,2,156,1.7,0,1,0,0,0,1,0,0.00,0.58,0.58,0.00,0.58,0.1,0.1,0.1,0.2,0.07,0.06,0.13,0.07,0.13,Matches
513,André Silva\3effaa34,FW,pt Portugal,22,1995,3,1,117,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
514,Bernardo Silva\3eb22ec9,MFFW,pt Portugal,23,1994,4,3,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.13,0.04,0.16,0.13,0.16,Matches
515,David Silva\e2716bd0,FWMF,es Spain,32,1986,4,4,324,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.4,0.26,0.14,0.40,0.26,0.40,Matches
516,Thiago Silva\86e7deaf,DF,br Brazil,33,1984,5,5,450,5.0,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.8,0.8,0.0,0.8,0.15,0.00,0.16,0.15,0.16,Matches
517,Pione Sisto\fd9c4805,FWMF,dk Denmark,23,1995,4,3,230,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.10,0.05,0.14,0.10,0.14,Matches
518,Ellyes Skhiri\c2211709,MF,tn Tunisia,23,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.07,0.07,0.00,0.07,Matches
519,Naïm Sliti\2e0367a6,MF,tn Tunisia,25,1992,3,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.15,0.02,0.17,0.15,0.17,Matches
520,Ian Smith\4b972767,DF,cr Costa Rica,20,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
521,Igor Smolnikov\76d5857d,MFDF,ru Russia,29,1988,1,1,35,0.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
522,Fyodor Smolov\cbbfa2e7,FW,ru Russia,28,1990,5,1,222,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.05,0.07,0.03,0.07,Matches
523,Cédric Soares\839c14e1,DF,pt Portugal,26,1991,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
524,Ramadan Sobhi\98be0d02,MFFW,eg Egypt,21,1997,3,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
525,Yann Sommer\420c18a1,GK,ch Switzerland,29,1988,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
526,Bassem Srarfi\84549a07,FW,tn Tunisia,20,1997,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
527,Raheem Sterling\b400bde0,FW,eng England,23,1994,6,6,451,5.0,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,1.2,1.2,0.4,1.6,0.24,0.08,0.31,0.24,0.31,Matches
528,Vladimir Stojković\c089980e,GK,rs Serbia,34,1983,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
529,John Stones\5eecec3d,DF,eng England,24,1994,7,7,645,7.2,2,0,2,0,0,1,0,0.28,0.00,0.28,0.28,0.28,1.0,1.0,0.0,1.0,0.14,0.00,0.14,0.14,0.14,Matches
530,Ivan Strinić\52e2ef8f,DF,hr Croatia,30,1987,6,6,508,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Matches
531,Jens Stryger Larsen\f91e81c9,DF,dk Denmark,27,1991,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
532,Cristhian Stuani\220c11f1,FW,uy Uruguay,31,1986,2,1,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
533,Luis Suárez\a6154613,FW,uy Uruguay,31,1987,5,5,450,5.0,2,1,2,0,0,0,0,0.40,0.20,0.60,0.40,0.60,1.3,1.3,0.8,2.1,0.26,0.16,0.42,0.26,0.42,Matches
534,Danijel Subašić\f6db3bd5,GK,hr Croatia,33,1984,6,6,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
535,Niklas Süle\e33c06cf,DF,de Germany,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
536,Ki Sung-yueng\1d8c99b0,MF,kr Korea Republic,29,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.02,0.06,0.03,0.06,Matches
537,Gustav Svensson\733713ef,MF,se Sweden,31,1987,3,1,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.14,0.14,0.00,0.14,Matches
538,Wojciech Szczęsny\01b8a2b2,GK,pl Poland,28,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
539,Dušan Tadić\2475dcc6,FWMF,rs Serbia,29,1988,3,3,261,2.9,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.1,0.1,0.7,0.8,0.04,0.23,0.27,0.04,0.27,Matches
540,Nicolás Tagliafico\f0661424,DF,ar Argentina,25,1992,4,4,349,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.04,0.04,0.08,0.04,0.08,Matches
541,Renato Tapia\34269bdf,MF,pe Peru,22,1995,2,2,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,Matches
542,Mehdi Taremi\4c2a5d34,MFFW,ir Iran,25,1992,3,2,203,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.23,0.00,0.23,0.23,0.23,Matches
543,Luis Tejada\1ace84bf,FW,pa Panama,36,1982,2,0,53,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
544,Yeltsin Tejeda\74319b04,MF,cr Costa Rica,26,1992,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
545,Łukasz Teodorczyk\7e81a17d,MF,pl Poland,27,1991,2,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09,Matches
546,Florian Thauvin\2b9fdeea,FW,fr France,25,1993,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
547,Youri Tielemans\56f7a928,MF,be Belgium,21,1997,4,2,176,2.0,0,2,0,0,0,1,0,0.00,1.02,1.02,0.00,1.02,0.1,0.1,0.4,0.5,0.05,0.19,0.24,0.05,0.24,Matches
548,Ola Toivonen\de4fe7a2,FW,se Sweden,31,1986,5,5,397,4.4,1,1,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45,0.5,0.5,0.7,1.3,0.12,0.17,0.29,0.12,0.29,Matches
549,Corentin Tolisso\652d4c37,MFFW,fr France,23,1994,5,2,195,2.2,0,1,0,0,0,1,0,0.00,0.46,0.46,0.00,0.46,0.2,0.2,0.0,0.3,0.11,0.01,0.13,0.11,0.13,Matches
550,Lucas Torreira\52611641,MF,uy Uruguay,22,1996,5,3,306,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
551,Gabriel Torres\d71833f6,FW,pa Panama,29,1988,2,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.20,0.08,0.28,0.20,0.28,Matches
552,Román Torres\9787f0ad,DF,pa Panama,32,1986,3,3,235,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.19,0.01,0.21,0.19,0.21,Matches
553,Duško Tošić\523057ea,DF,rs Serbia,33,1985,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
554,Miguel Trauco\e4b72e34,DF,pe Peru,25,1992,3,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matches
555,Trézéguet\3ae14ed1,FWMF,eg Egypt,23,1994,3,3,237,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.16,0.16,0.32,0.16,0.32,Matches
556,Kieran Trippier\21512407,MFDF,eng England,27,1990,6,6,579,6.4,1,1,1,0,0,0,0,0.16,0.16,0.31,0.16,0.31,0.3,0.3,1.6,1.9,0.05,0.24,0.29,0.05,0.29,Matches
557,William Troost-Ekong\7ed4921e,DF,ng Nigeria,24,1993,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
558,Samuel Umtiti\3eed9821,DF,fr France,24,1993,6,6,540,6.0,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.1,0.1,0.2,0.3,0.01,0.04,0.05,0.01,0.05,Matches
559,Marco Ureña\823e3479,FW,cr Costa Rica,28,1990,2,2,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches
560,Mateus Uribe\b997c3de,MF,co Colombia,27,1991,3,1,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
561,Jonathan Urretaviscaya\6465d159,FW,uy Uruguay,28,1990,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
562,Takashi Usami\2bed2986,MF,jp Japan,26,1992,2,1,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.18,0.22,0.40,0.18,0.40,Matches
563,Francis Uzoho\cfd68aa7,GK,ng Nigeria,19,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
564,Raphaël Varane\9f8e9423,DF,fr France,25,1993,7,7,630,7.0,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
565,Jamie Vardy\45963054,FW,eng England,31,1987,4,1,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.7,0.13,0.24,0.37,0.13,0.37,Matches
566,Guillermo Varela\5c961282,DF,uy Uruguay,25,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
567,Lucas Vázquez\fd51b456,MFFW,es Spain,26,1991,2,1,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
568,Matías Vecino\44ac04e9,MF,uy Uruguay,26,1991,5,5,414,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.05,0.03,0.05,Matches
569,Carlos Vela\e0cd04e0,MFFW,mx Mexico,29,1989,4,4,313,3.5,1,0,0,1,1,0,0,0.29,0.00,0.29,0.00,0.00,1.8,1.1,0.6,1.7,0.53,0.16,0.69,0.31,0.48,Matches
570,Miloš Veljković\a5ae8f8e,DF,rs Serbia,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
571,Johan Venegas\5eadd340,FW,cr Costa Rica,29,1988,2,2,149,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
572,Thomas Vermaelen\d0d79694,DF,be Belgium,32,1985,3,1,133,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
573,Jan Vertonghen\ba23a904,DF,be Belgium,31,1987,6,6,540,6.0,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
574,Domagoj Vida\3f359b33,DF,hr Croatia,29,1989,6,6,630,7.0,1,1,1,0,0,1,0,0.14,0.14,0.29,0.14,0.29,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Matches
